#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0AC69	uniprotkb:P0AEI1	-	-	uniprotkb:grxD(gene name)|uniprotkb:Glutaredoxin 4(recommended name)|uniprotkb:grxD(display_short)	uniprotkb:miaB(gene name)|uniprotkb:"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase"(recommended name)|uniprotkb:miaB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Boutigny et al. (2013)	pubmed:23543739	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P16687	uniprotkb:P16688	-	-	uniprotkb:phnI(gene name)|uniprotkb:Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI(recommended name)|uniprotkb:phnI(display_short)	uniprotkb:phnJ(gene name)|uniprotkb:Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase(recommended name)|uniprotkb:phnJ(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Ren et al. (2015)	pubmed:25954983	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P16685	uniprotkb:P16688	-	-	uniprotkb:phnG(gene name)|uniprotkb:Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG(recommended name)|uniprotkb:phnG(display_short)	uniprotkb:phnJ(gene name)|uniprotkb:Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase(recommended name)|uniprotkb:phnJ(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Ren et al. (2015)	pubmed:25954983	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P16678	uniprotkb:P16688	-	-	uniprotkb:phnK(gene name)|uniprotkb:Putative phosphonates utilization ATP-binding protein PhnK(recommended name)|uniprotkb:phnK(display_short)	uniprotkb:phnJ(gene name)|uniprotkb:Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase(recommended name)|uniprotkb:phnJ(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Yang et al. (2015)	pubmed:26724995	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABG4	uniprotkb:P46022	-	-	uniprotkb:ftsW(gene name)|uniprotkb:Probable peptidoglycan glycosyltransferase FtsW(recommended name)|uniprotkb:ftsW(display_short)	uniprotkb:mtgA(gene name)|uniprotkb:Biosynthetic peptidoglycan transglycosylase(recommended name)|uniprotkb:mtgA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Derouaux et al. (2007)	pubmed:18165305	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AEY3	uniprotkb:P06616	-	-	uniprotkb:mazG(gene name)|uniprotkb:Nucleoside triphosphate pyrophosphohydrolase(recommended name)|uniprotkb:mazG(display_short)	uniprotkb:era(gene name)|uniprotkb:GTPase Era(recommended name)|uniprotkb:era(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Zhang et al. (2002)	pubmed:12218018	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A898	uniprotkb:P06616	-	-	uniprotkb:ybeY(gene name)|uniprotkb:Endoribonuclease YbeY(recommended name)|uniprotkb:ybeY(display_short)	uniprotkb:era(gene name)|uniprotkb:GTPase Era(recommended name)|uniprotkb:era(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Vercruysse et al. (2016)	pubmed:27834201	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P77667	uniprotkb:P77499	-	-	uniprotkb:sufA(gene name)|uniprotkb:Protein SufA(recommended name)|uniprotkb:sufA(display_short)	uniprotkb:sufC(gene name)|uniprotkb:Probable ATP-dependent transporter SufC(recommended name)|uniprotkb:sufC(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Chahal et al. (2009)	pubmed:19810706	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P33012	uniprotkb:P0AES6	-	-	uniprotkb:sbmC(gene name)|uniprotkb:DNA gyrase inhibitor(recommended name)|uniprotkb:sbmC(display_short)	uniprotkb:gyrB(gene name)|uniprotkb:DNA gyrase subunit B(recommended name)|uniprotkb:gyrB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Nakanishi et al. (2002)	pubmed:11777918	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P33920	uniprotkb:P0AES6	-	-	uniprotkb:yejK(gene name)|uniprotkb:Nucleoid-associated protein YejK(recommended name)|uniprotkb:yejK(display_short)	uniprotkb:gyrB(gene name)|uniprotkb:DNA gyrase subunit B(recommended name)|uniprotkb:gyrB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Lee et al. (2013)	pubmed:24043617	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AGE0	uniprotkb:P23862	-	-	uniprotkb:ssb(gene name)|uniprotkb:Single-stranded DNA-binding protein(recommended name)|uniprotkb:ssb(display_short)	uniprotkb:priC(gene name)|uniprotkb:Primosomal replication protein N''(recommended name)|uniprotkb:priC(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Wessel et al. (2013)	pubmed:23629733	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P24193	uniprotkb:P24192	-	-	uniprotkb:hypE(gene name)|uniprotkb:Carbamoyl dehydratase HypE(recommended name)|uniprotkb:hypE(display_short)	uniprotkb:hypD(gene name)|uniprotkb:Hydrogenase maturation factor HypD(recommended name)|uniprotkb:hypD(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Butland et al. (2005)	pubmed:16412426	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AAM3	uniprotkb:P24192	-	-	uniprotkb:hypC(gene name)|uniprotkb:Hydrogenase maturation factor HypC(recommended name)|uniprotkb:hypC(display_short)	uniprotkb:hypD(gene name)|uniprotkb:Hydrogenase maturation factor HypD(recommended name)|uniprotkb:hypD(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Blokesch et al. (2002)	pubmed:12441107	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P66948	uniprotkb:P0A903	-	-	uniprotkb:bepA(gene name)|uniprotkb:Beta-barrel assembly-enhancing protease(recommended name)|uniprotkb:bepA(display_short)	uniprotkb:bamC(gene name)|uniprotkb:Outer membrane protein assembly factor BamC(recommended name)|uniprotkb:bamC(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Narita et al. (2013)	pubmed:24003122	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P16926	uniprotkb:P0A9X4	-	-	uniprotkb:mreC(gene name)|uniprotkb:Cell shape-determining protein MreC(recommended name)|uniprotkb:mreC(display_short)	uniprotkb:mreB(gene name)|uniprotkb:Rod shape-determining protein MreB(recommended name)|uniprotkb:mreB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Kruse et al. (2005)	pubmed:15612918	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:1097"(uniprot)	-	-
uniprotkb:P64524	uniprotkb:P0A9X4	-	-	uniprotkb:cbtA(gene name)|uniprotkb:Cytoskeleton-binding toxin CbtA(recommended name)|uniprotkb:cbtA(display_short)	uniprotkb:mreB(gene name)|uniprotkb:Rod shape-determining protein MreB(recommended name)|uniprotkb:mreB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Tan et al. (2010)	pubmed:21166897	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P27434	uniprotkb:P0A9X4	-	-	uniprotkb:rodZ(gene name)|uniprotkb:Cytoskeleton protein RodZ(recommended name)|uniprotkb:rodZ(display_short)	uniprotkb:mreB(gene name)|uniprotkb:Rod shape-determining protein MreB(recommended name)|uniprotkb:mreB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Morgenstein et al. (2015)	pubmed:26396257	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P76364	uniprotkb:P0A9X4	-	-	uniprotkb:cbeA(gene name)|uniprotkb:Cytoskeleton bundling-enhancing antitoxin CbeA(recommended name)|uniprotkb:cbeA(display_short)	uniprotkb:mreB(gene name)|uniprotkb:Rod shape-determining protein MreB(recommended name)|uniprotkb:mreB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Masuda et al. (2012)	pubmed:22515815	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:Q46824	uniprotkb:P0A9X4	-	-	uniprotkb:ygfX(gene name)|uniprotkb:Inner membrane protein YgfX(recommended name)|uniprotkb:ygfX(display_short)	uniprotkb:mreB(gene name)|uniprotkb:Rod shape-determining protein MreB(recommended name)|uniprotkb:mreB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Masuda et al. (2012)	pubmed:22239607	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P06616	uniprotkb:P0AEY3	-	-	uniprotkb:era(gene name)|uniprotkb:GTPase Era(recommended name)|uniprotkb:era(display_short)	uniprotkb:mazG(gene name)|uniprotkb:Nucleoside triphosphate pyrophosphohydrolase(recommended name)|uniprotkb:mazG(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Zhang et al. (2002)	pubmed:12218018	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AFE4	uniprotkb:P25714	-	-	uniprotkb:nuoK(gene name)|uniprotkb:NADH-quinone oxidoreductase subunit K(recommended name)|uniprotkb:nuoK(display_short)	uniprotkb:yidC(gene name)|uniprotkb:Membrane protein insertase YidC(recommended name)|uniprotkb:yidC(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Price et al. (2009)	pubmed:19959836	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:Q46896	uniprotkb:Q46899	-	-	uniprotkb:ygbT(gene name)|uniprotkb:CRISPR-associated endonuclease Cas1(recommended name)|uniprotkb:ygbT(display_short)	uniprotkb:casC(gene name)|uniprotkb:CRISPR system Cascade subunit CasC(recommended name)|uniprotkb:casC(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Babu et al. (2010)	pubmed:21219465	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P76576	uniprotkb:P0ADY1	-	-	uniprotkb:yfgM(gene name)|uniprotkb:UPF0070 protein YfgM(recommended name)|uniprotkb:yfgM(display_short)	uniprotkb:ppiD(gene name)|uniprotkb:Peptidyl-prolyl cis-trans isomerase D(recommended name)|uniprotkb:ppiD(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Maddalo et al. (2011)	pubmed:21210718	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P03960	uniprotkb:P03959	-	-	uniprotkb:kdpB(gene name)|uniprotkb:Potassium-transporting ATPase ATP-binding subunit(recommended name)|uniprotkb:kdpB(display_short)	uniprotkb:kdpA(gene name)|uniprotkb:Potassium-transporting ATPase potassium-binding subunit(recommended name)|uniprotkb:kdpA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Huang et al. (2017)	pubmed:28636601	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P03961	uniprotkb:P03959	-	-	uniprotkb:kdpC(gene name)|uniprotkb:Potassium-transporting ATPase KdpC subunit(recommended name)|uniprotkb:kdpC(display_short)	uniprotkb:kdpA(gene name)|uniprotkb:Potassium-transporting ATPase potassium-binding subunit(recommended name)|uniprotkb:kdpA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Huang et al. (2017)	pubmed:28636601	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A898	uniprotkb:P0A9K3	-	-	uniprotkb:ybeY(gene name)|uniprotkb:Endoribonuclease YbeY(recommended name)|uniprotkb:ybeY(display_short)	uniprotkb:ybeZ(gene name)|uniprotkb:PhoH-like protein(recommended name)|uniprotkb:ybeZ(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Vercruysse et al. (2016)	pubmed:27834201	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AE56	uniprotkb:P0ABD3	-	-	uniprotkb:bfd(gene name)|uniprotkb:Bacterioferritin-associated ferredoxin(recommended name)|uniprotkb:bfd(display_short)	uniprotkb:bfr(gene name)|uniprotkb:Bacterioferritin(recommended name)|uniprotkb:bfr(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Garg et al. (1996)	pubmed:8639572	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AFM6	uniprotkb:P0AFN2	-	-	uniprotkb:pspA(gene name)|uniprotkb:Phage shock protein A(recommended name)|uniprotkb:pspA(display_short)	uniprotkb:pspC(gene name)|uniprotkb:Phage shock protein C(recommended name)|uniprotkb:pspC(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Adams et al. (2003)	pubmed:12562786	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AEM0	uniprotkb:P0A7T3	-	-	uniprotkb:fkpB(gene name)|uniprotkb:FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase(recommended name)|uniprotkb:fkpB(display_short)	uniprotkb:rpsP(gene name)|uniprotkb:30S ribosomal protein S16(recommended name)|uniprotkb:rpsP(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Quistgaard et al. (2012)	pubmed:22735173	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A9R7	uniprotkb:P0AC30	-	-	uniprotkb:ftsE(gene name)|uniprotkb:Cell division ATP-binding protein FtsE(recommended name)|uniprotkb:ftsE(display_short)	uniprotkb:ftsX(gene name)|uniprotkb:Cell division protein FtsX(recommended name)|uniprotkb:ftsX(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	de et al. (1999)	pubmed:10048040	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:1097"(uniprot)	-	-
uniprotkb:P75987	uniprotkb:P0AEV1	-	-	uniprotkb:iraM(gene name)|uniprotkb:Anti-adapter protein IraM(recommended name)|uniprotkb:iraM(display_short)	uniprotkb:rssB(gene name)|uniprotkb:Regulator of RpoS(recommended name)|uniprotkb:rssB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Bougdour et al. (2008)	pubmed:18383615	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P39375	uniprotkb:P0AEV1	-	-	uniprotkb:iraD(gene name)|uniprotkb:Anti-adapter protein IraD(recommended name)|uniprotkb:iraD(display_short)	uniprotkb:rssB(gene name)|uniprotkb:Regulator of RpoS(recommended name)|uniprotkb:rssB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Bougdour et al. (2008)	pubmed:18383615	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AAN9	uniprotkb:P0AEV1	-	-	uniprotkb:iraP(gene name)|uniprotkb:Anti-adapter protein IraP(recommended name)|uniprotkb:iraP(display_short)	uniprotkb:rssB(gene name)|uniprotkb:Regulator of RpoS(recommended name)|uniprotkb:rssB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Bougdour et al. (2006)	pubmed:16600914	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A734	uniprotkb:P0AEZ3	-	-	uniprotkb:minE(gene name)|uniprotkb:Cell division topological specificity factor(recommended name)|uniprotkb:minE(display_short)	uniprotkb:minD(gene name)|uniprotkb:Septum site-determining protein MinD(recommended name)|uniprotkb:minD(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Ma et al. (2003)	pubmed:12897015	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P25889	uniprotkb:P76440	-	-	uniprotkb:preA(gene name)|uniprotkb:NAD-dependent dihydropyrimidine dehydrogenase subunit PreA(recommended name)|uniprotkb:preA(display_short)	uniprotkb:preT(gene name)|uniprotkb:NAD-dependent dihydropyrimidine dehydrogenase subunit PreT(recommended name)|uniprotkb:preT(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Lasserre et al. (2006)	pubmed:16858726	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P25889	uniprotkb:P76440	-	-	uniprotkb:preA(gene name)|uniprotkb:NAD-dependent dihydropyrimidine dehydrogenase subunit PreA(recommended name)|uniprotkb:preA(display_short)	uniprotkb:preT(gene name)|uniprotkb:NAD-dependent dihydropyrimidine dehydrogenase subunit PreT(recommended name)|uniprotkb:preT(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Mihara et al. (2008)	pubmed:18482579	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A8F0	uniprotkb:P0A8F0	-	-	uniprotkb:upp(gene name)|uniprotkb:Uracil phosphoribosyltransferase(recommended name)|uniprotkb:upp(display_short)	uniprotkb:upp(gene name)|uniprotkb:Uracil phosphoribosyltransferase(recommended name)|uniprotkb:upp(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Rasmussen et al. (1986)	pubmed:3513846	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P75830	uniprotkb:P75831	-	-	uniprotkb:macA(gene name)|uniprotkb:Macrolide export protein MacA(recommended name)|uniprotkb:macA(display_short)	uniprotkb:macB(gene name)|uniprotkb:Macrolide export ATP-binding/permease protein MacB(recommended name)|uniprotkb:macB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Lin et al. (2008)	pubmed:18955484	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P75830	uniprotkb:P75831	-	-	uniprotkb:macA(gene name)|uniprotkb:Macrolide export protein MacA(recommended name)|uniprotkb:macA(display_short)	uniprotkb:macB(gene name)|uniprotkb:Macrolide export ATP-binding/permease protein MacB(recommended name)|uniprotkb:macB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Fitzpatrick et al. (2017)	pubmed:28504659	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:Q47149	uniprotkb:Q47150	-	-	uniprotkb:yafQ(gene name)|uniprotkb:mRNA interferase toxin YafQ(recommended name)|uniprotkb:yafQ(display_short)	uniprotkb:dinJ(gene name)|uniprotkb:Antitoxin DinJ(recommended name)|uniprotkb:dinJ(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Motiejunaite et al. (2007)	pubmed:17263853	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P19934	uniprotkb:P02943	-	-	uniprotkb:tolA(gene name)|uniprotkb:Tol-Pal system protein TolA(recommended name)|uniprotkb:tolA(display_short)	uniprotkb:lamB(gene name)|uniprotkb:Maltoporin(recommended name)|uniprotkb:lamB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Derouiche et al. (1996)	pubmed:8978668	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AG86	uniprotkb:P02943	-	-	uniprotkb:secB(gene name)|uniprotkb:Protein-export protein SecB(recommended name)|uniprotkb:secB(display_short)	uniprotkb:lamB(gene name)|uniprotkb:Maltoporin(recommended name)|uniprotkb:lamB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Kumamoto (1989)	pubmed:2664780	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A855	uniprotkb:P02943	-	-	uniprotkb:tolB(gene name)|uniprotkb:Tol-Pal system protein TolB(recommended name)|uniprotkb:tolB(display_short)	uniprotkb:lamB(gene name)|uniprotkb:Maltoporin(recommended name)|uniprotkb:lamB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Rigal et al. (1997)	pubmed:9393690	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABZ6	uniprotkb:P02943	-	-	uniprotkb:surA(gene name)|uniprotkb:Chaperone SurA(recommended name)|uniprotkb:surA(display_short)	uniprotkb:lamB(gene name)|uniprotkb:Maltoporin(recommended name)|uniprotkb:lamB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Behrens et al. (2001)	pubmed:11226178	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AEU7	uniprotkb:P02943	-	-	uniprotkb:skp(gene name)|uniprotkb:Chaperone protein Skp(recommended name)|uniprotkb:skp(display_short)	uniprotkb:lamB(gene name)|uniprotkb:Maltoporin(recommended name)|uniprotkb:lamB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	De et al. (1999)	pubmed:9914480	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AEU7	uniprotkb:P02943	-	-	uniprotkb:skp(gene name)|uniprotkb:Chaperone protein Skp(recommended name)|uniprotkb:skp(display_short)	uniprotkb:lamB(gene name)|uniprotkb:Maltoporin(recommended name)|uniprotkb:lamB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Chen et al. (1996)	pubmed:8730870	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P15047	uniprotkb:P10378	-	-	uniprotkb:entA(gene name)|uniprotkb:2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase(recommended name)|uniprotkb:entA(display_short)	uniprotkb:entE(gene name)|uniprotkb:Enterobactin synthase component E(recommended name)|uniprotkb:entE(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Khalil et al. (2010)	pubmed:21166461	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A8H6	uniprotkb:P0A6P5	-	-	uniprotkb:yihI(gene name)|uniprotkb:Der GTPase-activating protein YihI(recommended name)|uniprotkb:yihI(display_short)	uniprotkb:der(gene name)|uniprotkb:GTPase Der(recommended name)|uniprotkb:der(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Hwang et al. (2010)	pubmed:20434458	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A898	uniprotkb:P0A6P5	-	-	uniprotkb:ybeY(gene name)|uniprotkb:Endoribonuclease YbeY(recommended name)|uniprotkb:ybeY(display_short)	uniprotkb:der(gene name)|uniprotkb:GTPase Der(recommended name)|uniprotkb:der(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Vercruysse et al. (2016)	pubmed:27834201	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
